line_i,REPORT NUMBER,DATETIME,geometry,line_geo,SPEEDLIMIT,SURFACEWIDTH,one_way,is_steep,is_paved,is_hwy,is_bus,is_truck,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
23539.0,EA00367,2019-12-31 20:58:00,POINT (-122.3471563402495 47.61856923386239),"LINESTRING (-122.3476211390736 47.61857115485361, -122.3470390556863 47.61856874913092, -122.3463163183261 47.6185658615214)",25.0,42.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
6359.0,E833656,2018-08-20 16:37:00,POINT (-122.3287422095556 47.6184684968191),"LINESTRING (-122.3307229609737 47.61849175760233, -122.3304150052714 47.61846147653279, -122.3303058910723 47.61845351005665, -122.3301654818368 47.6184451390698, -122.3300153419691 47.61843730266326, -122.3298701765563 47.61843430782979, -122.329635720205 47.61843738893302, -122.3279924495643 47.61849459997569, -122.3278535243721 47.61849674104252)",25.0,63.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3
3518.0,3796443,2019-06-14 11:00:00,POINT (-122.3343402777094 47.61851763687512),"LINESTRING (-122.3353206597769 47.61852163430016, -122.3352675772373 47.6185214198664, -122.3342548809754 47.61851728849243)",25.0,44.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
22074.0,3736668,2017-09-20 18:52:00,POINT (-122.3376082365583 47.7215082186501),"LINESTRING (-122.3386178440332 47.7195710293471, -122.3386149685178 47.71957655219003, -122.337496806486 47.72172202504751, -122.3373440576925 47.72201509805436)",25.0,20.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2
8459.0,3795280,2019-07-01 16:25:00,POINT (-122.3423218021289 47.62767875577148),"LINESTRING (-122.3423266038429 47.62713838347322, -122.3423188710813 47.62800860818121)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
8459.0,E818161,2018-06-29 17:42:00,POINT (-122.3423211930151 47.62774730383918),"LINESTRING (-122.3423266038429 47.62713838347322, -122.3423188710813 47.62800860818121)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
6369.0,E779047,2018-03-06 09:50:00,POINT (-122.3429815060311 47.63697729036654),"LINESTRING (-122.3427945498055 47.63665761714685, -122.3433230395949 47.63756127270573, -122.3433574550975 47.63762011572231)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
20832.0,3796016,2019-03-25 09:33:00,POINT (-122.342366417456 47.6226407270516),"LINESTRING (-122.3423715853594 47.62205574527106, -122.3423612668564 47.6232237501323)",25.0,74.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,3
17060.0,3753630,2017-10-09 19:08:00,POINT (-122.342284480978 47.63449035043982),"LINESTRING (-122.3422837425273 47.63396882604334, -122.3422846162757 47.63458590333242, -122.3422860484155 47.63560522549242, -122.3422861140203 47.63565148789951, -122.3422871004904 47.63568158662348, -122.3422899765319 47.63571162959109, -122.3422947356594 47.63574156318858, -122.3423013716318 47.63577133327238, -122.3423098717297 47.63580088613569, -122.3423202190758 47.6358301679513, -122.3423323978869 47.63585912680763, -122.3423463824917 47.63588771004685, -122.3423621529795 47.63591586668941, -122.3424075545904 47.63599560985607)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
16452.0,E879234,2019-01-03 09:05:00,POINT (-122.3422833173375 47.63366932837437),"LINESTRING (-122.3422829636581 47.63342020152125, -122.3422837425273 47.63396882604334)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
17060.0,E939324,2019-07-01 08:44:00,POINT (-122.3422846455805 47.63460676092021),"LINESTRING (-122.3422837425273 47.63396882604334, -122.3422846162757 47.63458590333242, -122.3422860484155 47.63560522549242, -122.3422861140203 47.63565148789951, -122.3422871004904 47.63568158662348, -122.3422899765319 47.63571162959109, -122.3422947356594 47.63574156318858, -122.3423013716318 47.63577133327238, -122.3423098717297 47.63580088613569, -122.3423202190758 47.6358301679513, -122.3423323978869 47.63585912680763, -122.3423463824917 47.63588771004685, -122.3423621529795 47.63591586668941, -122.3424075545904 47.63599560985607)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
17060.0,E684330,2017-06-21 10:35:00,POINT (-122.3422844761481 47.63448693935827),"LINESTRING (-122.3422837425273 47.63396882604334, -122.3422846162757 47.63458590333242, -122.3422860484155 47.63560522549242, -122.3422861140203 47.63565148789951, -122.3422871004904 47.63568158662348, -122.3422899765319 47.63571162959109, -122.3422947356594 47.63574156318858, -122.3423013716318 47.63577133327238, -122.3423098717297 47.63580088613569, -122.3423202190758 47.6358301679513, -122.3423323978869 47.63585912680763, -122.3423463824917 47.63588771004685, -122.3423621529795 47.63591586668941, -122.3424075545904 47.63599560985607)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
19173.0,E704341,2017-08-21 08:50:00,POINT (-122.3423155697294 47.62838046470983),"LINESTRING (-122.3423188710813 47.62800860818121, -122.3423188157996 47.62801481894323, -122.3423113806658 47.62885233169151, -122.3423110378677 47.62889102138051)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
8459.0,E744256,2017-12-06 18:50:00,POINT (-122.3423204379674 47.62783227492542),"LINESTRING (-122.3423266038429 47.62713838347322, -122.3423188710813 47.62800860818121)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
17060.0,E795652,2018-05-01 07:43:00,POINT (-122.3422860374189 47.63559739867432),"LINESTRING (-122.3422837425273 47.63396882604334, -122.3422846162757 47.63458590333242, -122.3422860484155 47.63560522549242, -122.3422861140203 47.63565148789951, -122.3422871004904 47.63568158662348, -122.3422899765319 47.63571162959109, -122.3422947356594 47.63574156318858, -122.3423013716318 47.63577133327238, -122.3423098717297 47.63580088613569, -122.3423202190758 47.6358301679513, -122.3423323978869 47.63585912680763, -122.3423463824917 47.63588771004685, -122.3423621529795 47.63591586668941, -122.3424075545904 47.63599560985607)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
16858.0,E816593,2018-07-08 14:16:00,POINT (-122.3423940008508 47.61945567446793),"LINESTRING (-122.3424018531352 47.6185501645449, -122.3423917120639 47.61971961285528)",25.0,74.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
13914.0,3811727,2018-08-18 22:57:00,POINT (-122.3426073322087 47.63633735630337),"LINESTRING (-122.3424075545904 47.63599560985607, -122.3427945498055 47.63665761714685)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
6370.0,E874087,2018-12-10 17:24:00,POINT (-122.3493786693508 47.64561649750672),"LINESTRING (-122.3447606330826 47.64224891275072, -122.3447892434982 47.64236698822405, -122.3448903020079 47.64250924860539, -122.3459338098242 47.64374085111496, -122.3459698700586 47.64378153267221, -122.3460076652336 47.64382149061709, -122.3460471608099 47.64386068908053, -122.3460883264929 47.64389909529587, -122.3461311257783 47.64393667728078, -122.3461755229452 47.64397340321818, -122.3462214786894 47.64400924309325, -122.3462689569938 47.64404416386436, -122.3463179162736 47.64407813747742, -122.346368316521 47.64411113655941, -122.3464201122514 47.64414313293267, -122.3464732626218 47.64417409730493, -122.3465277212206 47.64420400537159, -122.3465834423995 47.64423283229156, -122.3466403802606 47.64426055357801, -122.3466984860244 47.6442871439051, -122.3467577094763 47.64431258217776, -122.3468180040152 47.64433684655106, -122.3472914549661 47.64452443726271, -122.3474171834724 47.64457008767855, -122.3475349560354 47.6446159318568, -122.347830824622 47.64473110256917, -122.3479260217723 47.64476899547877, -122.3480201106068 47.64480813182939, -122.3481130558808 47.64484849612325, -122.3482048225936 47.64489007233277, -122.3482953768283 47.64493284599557, -122.3483846825704 47.6449768019753, -122.3484727096837 47.6450219218986, -122.3485594218475 47.64506818905379, -122.3486447853466 47.64511558704566, -122.3487287728427 47.64516409553337, -122.3488113480598 47.6452136993843, -122.348892482605 47.64526437774524, -122.3489721424354 47.64531611194408, -122.3490503017994 47.64536888267189, -122.3491269266327 47.64542267055502, -122.3492019910957 47.6454774533024, -122.3492754668701 47.64553321269231, -122.3493473223791 47.64558992563263, -122.3493475026374 47.64558984671931, -122.349487748274 47.64570977135161)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
6370.0,3739978,2016-09-27 18:31:00,POINT (-122.348964308984 47.64531102459539),"LINESTRING (-122.3447606330826 47.64224891275072, -122.3447892434982 47.64236698822405, -122.3448903020079 47.64250924860539, -122.3459338098242 47.64374085111496, -122.3459698700586 47.64378153267221, -122.3460076652336 47.64382149061709, -122.3460471608099 47.64386068908053, -122.3460883264929 47.64389909529587, -122.3461311257783 47.64393667728078, -122.3461755229452 47.64397340321818, -122.3462214786894 47.64400924309325, -122.3462689569938 47.64404416386436, -122.3463179162736 47.64407813747742, -122.346368316521 47.64411113655941, -122.3464201122514 47.64414313293267, -122.3464732626218 47.64417409730493, -122.3465277212206 47.64420400537159, -122.3465834423995 47.64423283229156, -122.3466403802606 47.64426055357801, -122.3466984860244 47.6442871439051, -122.3467577094763 47.64431258217776, -122.3468180040152 47.64433684655106, -122.3472914549661 47.64452443726271, -122.3474171834724 47.64457008767855, -122.3475349560354 47.6446159318568, -122.347830824622 47.64473110256917, -122.3479260217723 47.64476899547877, -122.3480201106068 47.64480813182939, -122.3481130558808 47.64484849612325, -122.3482048225936 47.64489007233277, -122.3482953768283 47.64493284599557, -122.3483846825704 47.6449768019753, -122.3484727096837 47.6450219218986, -122.3485594218475 47.64506818905379, -122.3486447853466 47.64511558704566, -122.3487287728427 47.64516409553337, -122.3488113480598 47.6452136993843, -122.348892482605 47.64526437774524, -122.3489721424354 47.64531611194408, -122.3490503017994 47.64536888267189, -122.3491269266327 47.64542267055502, -122.3492019910957 47.6454774533024, -122.3492754668701 47.64553321269231, -122.3493473223791 47.64558992563263, -122.3493475026374 47.64558984671931, -122.349487748274 47.64570977135161)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
2299.0,3812119,2018-05-22 17:34:00,POINT (-122.3423081653178 47.62921248508054),"LINESTRING (-122.3423110378677 47.62889102138051, -122.3423110360161 47.6288911454758, -122.3423036337313 47.62971974081821)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
2299.0,E733047,2017-11-03 08:50:00,POINT (-122.3423067419609 47.62937181249643),"LINESTRING (-122.3423110378677 47.62889102138051, -122.3423110360161 47.6288911454758, -122.3423036337313 47.62971974081821)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3526.0,EA17105,2020-02-11 18:04:00,POINT (-122.3423810579992 47.62096583954692),"LINESTRING (-122.3423817310893 47.62088839495181, -122.3423715853594 47.62205574527106)",25.0,74.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3
14965.0,E978511,2019-10-01 18:50:00,POINT (-122.3445282090297 47.6407308405357),"LINESTRING (-122.3443962296838 47.64032507271192, -122.344586223945 47.64090920621663)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
697.0,3750476,2019-01-29 16:20:00,POINT (-122.3423266707823 47.62713084086738),"LINESTRING (-122.3423343861827 47.62626148300834, -122.3423266038429 47.62713838347322)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3
697.0,3851879,2020-07-14 16:40:00,POINT (-122.3423266710254 47.62713081347334),"LINESTRING (-122.3423343861827 47.62626148300834, -122.3423266038429 47.62713838347322)",25.0,54.0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,3
8884.0,EA57180,2020-08-11 16:56:00,POINT (-122.342295800838 47.63059731669765),"LINESTRING (-122.3422958942441 47.63058627904515, -122.3422889168975 47.63141078174549)",25.0,54.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3
18129.0,E874939,2018-12-20 07:45:00,POINT (-122.3422829193998 47.63338868189818),"LINESTRING (-122.3422823723833 47.63299911111437, -122.3422829636581 47.63342020152125)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
20832.0,EA17106,2020-02-20 15:33:00,POINT (-122.3423714462921 47.62207148701296),"LINESTRING (-122.3423715853594 47.62205574527106, -122.3423612668564 47.6232237501323)",25.0,74.0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,3
20832.0,3753785,2018-01-17 08:50:00,POINT (-122.3423714460501 47.62207151440711),"LINESTRING (-122.3423715853594 47.62205574527106, -122.3423612668564 47.6232237501323)",25.0,74.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
20832.0,E912468,2019-03-21 14:59:00,POINT (-122.3423714460501 47.62207151440711),"LINESTRING (-122.3423715853594 47.62205574527106, -122.3423612668564 47.6232237501323)",25.0,74.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
11214.0,E888466,2019-01-10 06:44:00,POINT (-122.3423535335722 47.62446832606558),"LINESTRING (-122.3423536622116 47.62446536995574, -122.3423374283059 47.62483842212618)",25.0,74.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
11214.0,E911497,2019-04-12 10:14:00,POINT (-122.3423535335722 47.62446832606558),"LINESTRING (-122.3423536622116 47.62446536995574, -122.3423374283059 47.62483842212618)",25.0,74.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,3
11214.0,E688287,2017-06-29 15:47:00,POINT (-122.3423535335722 47.62446832606558),"LINESTRING (-122.3423536622116 47.62446536995574, -122.3423374283059 47.62483842212618)",25.0,74.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3
6367.0,3705770,2017-11-29 18:15:00,POINT (-122.3423419884627 47.62540572896685),"LINESTRING (-122.3423420099927 47.62540330543747, -122.3423343861827 47.62626148300834)",25.0,54.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
3526.0,3753537,2018-08-03 17:13:00,POINT (-122.3423816589608 47.62089669393473),"LINESTRING (-122.3423817310893 47.62088839495181, -122.3423715853594 47.62205574527106)",25.0,74.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3526.0,E760034,2018-01-18 08:25:00,POINT (-122.3423816589608 47.62089669393473),"LINESTRING (-122.3423817310893 47.62088839495181, -122.3423715853594 47.62205574527106)",25.0,74.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
3526.0,3644345,2018-04-11 15:25:00,POINT (-122.3423816589608 47.62089669393473),"LINESTRING (-122.3423817310893 47.62088839495181, -122.3423715853594 47.62205574527106)",25.0,74.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
3746.0,E940524,2019-07-01 14:48:00,POINT (-122.3339065481472 47.61274907589956),"LINESTRING (-122.3342623998969 47.61260043834452, -122.3338033412739 47.61279218491143, -122.3331526415912 47.61306393455795)",25.0,36.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
2359.0,E808122,2018-06-12 18:26:00,POINT (-122.3167811350729 47.60435530895649),"LINESTRING (-122.3167815240629 47.60351416000071, -122.3167812116301 47.60418975693863, -122.3167811327256 47.60436038508946)",25.0,52.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
14550.0,E800886,2018-05-22 17:30:00,POINT (-122.3125820408032 47.62687841951377),"LINESTRING (-122.3145935201088 47.62688711029519, -122.3145870772961 47.62688792908207, -122.3145488135155 47.62689130396988, -122.3145103285463 47.6268932197344, -122.3144717447528 47.62689367057158, -122.3140662388082 47.6268904039416, -122.3125688413736 47.62687831293256)",20.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
6874.0,3547968,2019-04-29 16:28:00,POINT (-122.311291962211 47.62687192572712),"LINESTRING (-122.3125688413736 47.62687831293256, -122.311286761485 47.62687189971205)",25.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
10547.0,E957486,2019-09-06 18:12:00,POINT (-122.3027829887662 47.60800898954135),"LINESTRING (-122.3037215192744 47.60801107748084, -122.3027699550995 47.60800896054548)",25.0,47.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
10547.0,3702539,2018-05-21 18:06:00,POINT (-122.3027829887662 47.60800898954135),"LINESTRING (-122.3037215192744 47.60801107748084, -122.3027699550995 47.60800896054548)",25.0,47.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2
3903.0,3578642,2018-11-15 08:00:00,POINT (-122.3043732745699 47.60801251998615),"LINESTRING (-122.3050249592631 47.60801396233521, -122.3037215192744 47.60801107748084)",25.0,47.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
12162.0,3814078,2018-07-03 19:02:00,POINT (-122.3077126225145 47.61850645457215),"LINESTRING (-122.3088315033722 47.61850958579979, -122.3073837782012 47.61850553428971)",20.0,25.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
15052.0,E790089,2018-04-09 19:30:00,POINT (-122.3181911277611 47.618759184327),"LINESTRING (-122.3182153655608 47.6187590090718, -122.3169098698467 47.6187684486624)",20.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
3417.0,3814386,2018-10-28 01:53:00,POINT (-122.3240048700692 47.61849484870741),"LINESTRING (-122.3240048074972 47.61848338756704, -122.3240112652875 47.61966624400419)",20.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22506.0,EA11708,2020-02-03 17:05:00,POINT (-122.3350411907997 47.68442481337173),"LINESTRING (-122.3350132723863 47.68439666685863, -122.3356976160286 47.68508660174348)",25.0,40.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
21185.0,3748205,2017-03-08 07:30:00,POINT (-122.3362387022362 47.68542691611548),"LINESTRING (-122.3362301942865 47.68542320594774, -122.3363402401696 47.68547119502884, -122.3364783792739 47.68553078279178, -122.336618650186 47.68557669611593, -122.3367654392364 47.68561245024021)",25.0,40.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
18311.0,E961683,2019-09-18 15:55:00,POINT (-122.3296054876328 47.68264421131379),"LINESTRING (-122.3295846846514 47.68264158656701, -122.329695391898 47.68265555468457, -122.3297718606379 47.68266691640049, -122.3298487301987 47.68267697208351, -122.3299259493919 47.68268571310418, -122.3300034731552 47.68269313601742, -122.3300812477727 47.68269923468406, -122.3301592266231 47.68270400567976, -122.3302373589594 47.68270744668729, -122.3303155942786 47.68270955486008, -122.3303925955153 47.68271742783303)",25.0,40.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
17474.0,E835373,2018-08-27 18:38:00,POINT (-122.3376552434961 47.6721689356569),"LINESTRING (-122.3399039123723 47.67020367563038, -122.3399183251269 47.67082507543797, -122.3399181759903 47.67083252339322, -122.3399178871288 47.67083997319634, -122.3399175876496 47.67084742419278, -122.3399172348227 47.67085487220948, -122.3399167834581 47.67086231784409, -122.3399157973478 47.6708697437009, -122.3399151392527 47.67087718311954, -122.3399144025972 47.67088461918996, -122.339913587142 47.67089205261715, -122.3399126930704 47.6708994807665, -122.3399120718543 47.67090690179752, -122.339911021645 47.67091432130692, -122.339909891205 47.6709217336294, -122.3399086822044 47.67092914260355, -122.3399073958606 47.67093654540552, -122.3399060778871 47.67094395950608, -122.3399046336587 47.67095134719811, -122.3399031123516 47.6709587288899, -122.3399015121122 47.67096610337757, -122.3398998342494 47.67097347099478, -122.3398980778668 47.67098082771714, -122.3398959789027 47.67098818826802, -122.3398940674461 47.67099552826382, -122.3398920770062 47.67100285930125, -122.3398900104196 47.67101018064086, -122.3398878661024 47.67101749142613, -122.3398855597665 47.67102476100828, -122.339883261796 47.67103205030997, -122.3398808847709 47.67103932819734, -122.3398784318229 47.67104659515549, -122.3398759010935 47.67105384980508, -122.3398733827271 47.67106111868117, -122.3398706995154 47.67106834744438, -122.3398679398155 47.67107556370645, -122.3398651012648 47.67108276662112, -122.3398621903303 47.67108995522545, -122.3398592017874 47.67109712853555, -122.3398563759276 47.67110425845435, -122.3398532371634 47.67111140321584, -122.3398500197568 47.67111853287222, -122.3398467283573 47.67112564648465, -122.339843361921 47.67113274389132, -122.3398397853758 47.67113984407647, -122.3398362687944 47.67114690661588, -122.3398326772319 47.67115395487918, -122.3398290118803 47.67116098516541, -122.3398252714204 47.67116799679002, -122.3398214316129 47.67117497814034, -122.3398175422249 47.67118195207364, -122.3398135803462 47.67118890801263, -122.3398095433591 47.67119584529001, -122.3398054350984 47.67120276174913, -122.3398012532622 47.67120965864886, -122.3397970563568 47.67121654662228, -122.3397927278229 47.67122340211586, -122.3397883269865 47.6712302371558, -122.3397838535524 47.6712370505175, -122.3397793103825 47.67124384233862, -122.3397748038063 47.67125061489834, -122.339770115395 47.67125736178421, -122.3397653556641 47.67126408627298, -122.3397605261463 47.67127078746691, -122.3397556237253 47.67127746540724, -122.3397502739103 47.67128408977275, -122.3397452315694 47.67129071814459, -122.3397401194417 47.67129732322162, -122.3397349361725 47.67130390309131, -122.33972968413 47.67131045877525, -122.339724364526 47.67131698727415, -122.3397190915422 47.67132351076906, -122.3397136322372 47.67132998829263, -122.3397081040979 47.67133643952534, -122.3397025070831 47.67134286306386, -122.3396968456236 47.67134925937606, -122.3396911779308 47.67135562892062, -122.3396853789702 47.6713619694901, -122.3396795137315 47.67136828233096, -122.3396735811656 47.67137456710616, -122.3396675825253 47.67138082221965, -122.3396614855505 47.67138703721776, -122.3396553573585 47.67139323297354, -122.3396491615796 47.67139940066701, -122.3396428986873 47.67140553871251, -122.3396365732803 47.67141164441688, -122.3396301830669 47.67141771938985, -122.3396240659366 47.67142374126387, -122.339617547414 47.67142975493215, -122.3396109640647 47.67143573716734, -122.3396043200389 47.67144168773893, -122.3395976121438 47.67144760405693, -122.3395904860815 47.67145351607606, -122.3395836539055 47.67145936664881, -122.3395767597798 47.67146518645222, -122.3395698030834 47.67147097198476, -122.3395627856647 47.67147672427489, -122.3395556253684 47.67148242352572, -122.3395484874525 47.67148810615974, -122.3395412882696 47.6714937546811, -122.3395340312416 47.6714993706239, -122.339526713074 47.67150494788969, -122.3395193377592 47.67151048975985, -122.3395120422825 47.67151602530929, -122.3395045490218 47.67152149591006, -122.3394969988787 47.67152693128723, -122.3394893891746 47.67153232866833, -122.3394817264634 47.67153769007259, -122.339474307045 47.67154300140427, -122.3394665314755 47.67154828778654, -122.3394586963705 47.67155353704977, -122.3394508082279 47.67155874928358, -122.3394428641146 47.67156392189445, -122.3394344537986 47.67156903749221, -122.3394263982531 47.67157413049934, -122.3394182869712 47.6715791830029, -122.3394101226466 47.67158419830152, -122.3394019117721 47.67158917630945, -122.3393936589004 47.67159412170459, -122.3393855433879 47.67159902843058, -122.3393771419974 47.67160386066742, -122.339368661645 47.67160863094704, -122.3393601127955 47.67161334176346, -122.339351496161 47.67161800872574, -122.339342807002 47.67162260276537, -122.3393340464383 47.67162713562529, -122.3393252204179 47.67163160634944, -122.3393162755461 47.67163601932883, -122.3393073113708 47.67164036692998, -122.3392982827217 47.67164465045193, -122.3392891896346 47.67164887112258, -122.3392800726417 47.6716530020829, -122.3392708493443 47.67165709584018, -122.3392615657033 47.67166112458613, -122.3392522936183 47.67166510386625, -122.3392428902832 47.67166900099706, -122.3392334263805 47.67167283434785, -122.3392239033566 47.67167660003879, -122.3392143675477 47.67168030114265, -122.3392047328304 47.67168393335766, -122.3391950413294 47.67168749788186, -122.3391852971799 47.67169099395863, -122.3391754518622 47.67169439695896, -122.3391656040148 47.6716977575236, -122.3391557021695 47.67170104790377, -122.3391457502679 47.67170426962667, -122.3391358551041 47.6717074230356, -122.3391257893779 47.67171047358048, -122.3391156703981 47.67171344375258, -122.3390967721379 47.6717189120466, -122.3381310452489 47.67199223031703, -122.3381286225997 47.67199291724098, -122.3380622754177 47.67201233361209, -122.3379966761242 47.67203287810913, -122.3379318666792 47.67205453736851, -122.3378678898116 47.67207729766567, -122.3376200719898 47.67218409249691)",25.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
3922.0,E731372,2017-11-04 14:03:00,POINT (-122.3257159875875 47.67980655057816),"LINESTRING (-122.3262643992587 47.67890527472482, -122.3259436859552 47.67922612828895, -122.3258117687824 47.67948215295008, -122.3257128978873 47.67981701496437)",25.0,40.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3
22312.0,E940592,2019-06-18 17:39:00,POINT (-122.340019486199 47.66943361875803),"LINESTRING (-122.3399637912147 47.6693443206, -122.3400054278412 47.66941376830463, -122.3400372075876 47.66945864142461, -122.3400669774039 47.66948815796099, -122.3400919870045 47.66952405153443, -122.340118901336 47.66955931113866, -122.3401476860251 47.66959388914321, -122.3401559157156 47.66960298870275, -122.3401783036734 47.66962774111625, -122.3402107140558 47.66966082371631, -122.3402448750679 47.66969309152076, -122.3402559331094 47.66970277611801, -122.3402807413865 47.66972450458974, -122.3402883334152 47.66973067805412, -122.3403182665728 47.66975502036578, -122.3403425751763 47.66977339359842)",25.0,38.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3
6913.0,3773945,2018-08-29 13:11:00,POINT (-122.3199343384175 47.62198272962164),"LINESTRING (-122.3209061781254 47.62198807183981, -122.319924285381 47.62198267435993)",20.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
12845.0,3771824,2016-12-13 19:51:00,POINT (-122.3249244748662 47.61774351468364),"LINESTRING (-122.3252876426896 47.61774140047281, -122.3245049536272 47.61774595696043)",20.0,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6928.0,E771959,2018-02-20 20:35:00,POINT (-122.3167917736875 47.60620306973837),"LINESTRING (-122.3181105475559 47.60620594489356, -122.3167804659472 47.60620304508554)",25.0,42.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
92.0,3795393,2019-07-30 07:40:00,POINT (-122.311554469365 47.60617114455273),"LINESTRING (-122.3115570486565 47.60434101878518, -122.3115544552283 47.60618117522947)",20.0,24.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
5242.0,E908787,2019-03-11 08:12:00,POINT (-122.3089419034138 47.60617789714592),"LINESTRING (-122.3089419519456 47.60616997200597, -122.3089305851524 47.60802614604202)",20.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
9957.0,E790684,2018-04-21 14:13:00,POINT (-122.3076432264604 47.60616438189987),"LINESTRING (-122.3089419519456 47.60616997200597, -122.3076354552683 47.60616434845031)",25.0,42.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
1107.0,E688295,2017-06-30 12:19:00,POINT (-122.3135338887179 47.61996208848805),"LINESTRING (-122.3143166388685 47.61995563028308, -122.3135037500113 47.61996233715226)",25.0,38.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
6932.0,E961510,2019-09-11 20:21:00,POINT (-122.3183773978397 47.61992608736499),"LINESTRING (-122.3195392922174 47.6199172003106, -122.3182339263356 47.61992718474448)",25.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
16634.0,3814196,2018-10-13 23:01:00,POINT (-122.3169395907983 47.61993662505206),"LINESTRING (-122.3182339263356 47.61992718474448, -122.3169283424134 47.61993670709277)",25.0,40.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
16634.0,3847804,2020-05-23 00:57:00,POINT (-122.3169367908984 47.61993664547328),"LINESTRING (-122.3182339263356 47.61992718474448, -122.3169283424134 47.61993670709277)",25.0,40.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
15061.0,3773493,2017-03-05 11:45:00,POINT (-122.2944615427009 47.62464944031122),"LINESTRING (-122.2951173628404 47.62420725240177, -122.2939934479238 47.62496505405722, -122.2924400331246 47.62601780019897)",25.0,45.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
