REPORT NUMBER,PRIMARY TRAFFICWAY,INTERSECTING TRAFFICWAY,DATETIME,LONGITUDE,LATITUDE,is_dry,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
E695942,PALATINE AVE N,,2017-07-17 16:57:00,-122.35667614093171,47.693948872026894,1,1,0,0,0,0,0,0,0,0,1
E695940,PALATINE AVE N,,2017-07-17 16:57:00,-122.3566820872466,47.69390161724119,1,1,0,0,0,0,0,0,0,0,3
3479471,PEND OREILLE RD,BURKE GILMAN TRL,2017-06-22 18:15:00,-122.30161251521051,47.66025520267642,1,1,0,0,0,0,0,0,0,0,3
3844943,PEND OREILLE RD,BURKE GILMAN TRL,2020-05-05 14:10:00,-122.30177839448162,47.66015461996754,1,1,1,0,0,0,0,0,0,0,3
E741495,PEND OREILLE RD,BURKE GILMAN TRL,2017-11-29 18:20:00,-122.30179561482916,47.66014418176652,1,0,0,0,0,0,0,0,0,0,2
E873083,PEND OREILLE RD,BURKE GILMAN TRL,2018-12-17 06:30:00,-122.30183160598533,47.66012234918249,1,0,0,0,0,0,0,0,0,0,2
E883361,PEND OREILLE RD,BURKE GILMAN TRL,2018-12-11 18:00:00,-122.30161251521051,47.66025520267642,0,0,0,0,0,0,0,0,0,0,2
3810027,PHINNEY AVE N,N 52ND ST,2019-03-15 19:57:00,-122.35443277333087,47.666384537770845,1,1,0,1,0,0,0,0,0,0,1
E635213,PHINNEY AVE N,N 63RD ST,2017-01-19 18:35:00,-122.35434884787082,47.67456053587174,0,0,0,0,0,0,0,0,0,0,1
E713584,PHINNEY AVE N,N 63RD ST,2017-09-09 09:14:00,-122.35434884787082,47.67456053587174,1,1,0,0,0,0,0,0,0,0,3
3769629,PHINNEY AVE N,N 65TH ST,2016-10-04 18:55:00,-122.35435314084678,47.67603747419568,0,0,0,0,0,0,0,0,1,0,1
3705689,PHINNEY AVE N,N 67TH ST,2018-01-09 10:13:00,-122.35466071223985,47.67766371629273,0,1,0,0,0,0,0,0,0,0,2
EA54213,PIKE ST,,2020-08-10 09:14:00,-122.33755168558646,47.60985100129877,1,1,1,0,0,0,0,0,1,0,3
3506014,PIKE ST,3RD AVE,2017-10-27 15:39:00,-122.33783590282306,47.60974454802723,1,1,0,0,0,0,0,0,0,0,3
3811797,PIKE ST,9TH AVE,2018-08-29 16:43:00,-122.33115805676763,47.61254290486333,1,1,0,0,0,0,0,0,0,0,2
E922668,PIKE ST,BOREN AVE,2019-05-01 19:20:00,-122.32893527551879,47.61348776346004,1,1,0,0,0,0,0,0,0,0,2
3806131,PIKE ST,BOREN AVE,2019-10-05 20:30:00,-122.32893527551879,47.61348776346004,1,0,0,0,0,0,0,0,0,0,1
E851720,PIKE ST,BOREN AVE,2018-10-11 22:41:00,-122.32893527551879,47.61348776346004,1,0,0,0,0,0,0,0,0,0,3
3702032,PIKE ST,MINOR AVE,2017-09-26 09:19:00,-122.32782723511124,47.613948758308695,1,1,0,0,0,0,0,0,0,0,3
3739949,PIKE ST  ALLEYWAY,N/E OF 8TH AVE,2018-03-01 06:41:00,-122.33178255568073,47.612309160275856,1,0,0,0,0,0,0,0,0,0,2
3750906,PINE ST,,2019-04-16 17:38:00,-122.33072109643078,47.614091189019206,0,1,0,0,0,0,0,0,0,0,3
E800607,PINE ST,,2018-05-22 14:31:00,-122.33807725792678,47.61104721287075,1,1,0,0,0,0,0,0,0,0,1
3753419,PINE ST,,2017-10-09 08:48:00,-122.33454493756477,47.61251805139191,1,1,0,0,0,0,0,0,0,0,2
E729520,PINE ST,,2017-10-27 10:20:00,-122.33530415051527,47.61220607862802,1,1,0,0,0,0,0,0,0,0,3
E693145,PINE ST,,2017-07-13 00:00:00,-122.33523645768135,47.61223387820744,1,0,0,0,0,0,0,0,0,0,3
3793426,PINE ST,,2019-10-04 11:20:00,-122.33352673961436,47.61295896060267,1,1,0,0,0,0,0,0,0,0,2
3771641,PINE ST,,2016-10-14 09:11:00,-122.3281339329288,47.61515436248745,0,1,0,0,0,0,0,0,0,0,2
E975798,PINE ST,,2019-10-11 07:42:00,-122.33832335424708,47.61092397531599,1,1,0,0,0,0,0,0,1,0,3
E842136,PINE ST,4TH AVE,2018-08-29 10:00:00,-122.33760803878496,47.61124503815913,1,1,0,0,0,0,0,0,0,0,2
E837351,PINE ST,9TH AVE,2018-09-01 19:11:00,-122.33209526258828,47.613552775189795,1,1,0,0,0,0,0,0,0,0,2
E628295,PINE ST,BOREN AVE,2017-01-04 10:00:00,-122.3298367070862,47.614426071060116,1,1,0,0,0,0,0,0,0,0,2
E816655,PINE ST,BOREN AVE,2018-07-06 15:49:00,-122.3298367070862,47.614426071060116,1,1,0,0,0,0,0,0,0,0,3
E930351,PINE ST,BOREN AVE,2019-06-09 09:46:00,-122.3298367070862,47.614426071060116,1,1,0,0,0,0,0,0,0,0,3
3814692,PINE ST,BOREN AVE,2019-08-20 17:45:00,-122.3298367070862,47.614426071060116,1,1,0,1,0,0,0,0,0,0,3
EA40648,PINE ST,MELROSE AVE,2020-06-16 13:44:00,-122.3279122789916,47.61522649565379,1,1,1,0,0,0,0,0,0,0,2
EA40925,PINEHURST WAY NE,NE 115TH ST,2020-06-12 15:15:00,-122.31518087508186,47.712198756348634,0,1,0,0,0,1,0,0,0,0,3
E737499,QUEEN ANNE DR,,2017-10-30 07:46:00,-122.3509523616002,47.642600761035254,1,1,0,0,0,0,0,0,0,0,3
E689438,RAINIER AVE S,,2017-07-07 16:38:00,-122.30046102086102,47.58139264563198,1,1,0,0,0,0,0,0,0,0,3
3795512,RAINIER AVE S,,2019-07-13 08:32:00,-122.29652037098909,47.57622079021013,1,1,0,1,0,0,0,0,0,0,3
3814089,RAINIER AVE S,,2018-07-16 10:55:00,-122.31064238368008,47.59471708146649,1,1,0,0,0,0,0,0,0,1,3
E837149,RAINIER AVE S,,2018-09-11 15:41:00,-122.31052160856053,47.594560059859845,1,1,0,0,0,0,0,0,0,0,1
E925385,RAINIER AVE S,,2019-05-12 13:35:00,-122.31051143216342,47.594546864492706,1,1,0,0,0,0,0,0,0,0,3
3764741,RAINIER AVE S,,2017-10-31 13:08:00,-122.26999360166131,47.52506106325745,1,1,0,0,0,0,0,0,1,0,3
3754531,RAINIER AVE S,,2016-09-04 19:15:00,-122.27001708420669,47.53575217070872,1,1,0,0,0,1,0,0,0,0,3
E621186,RAINIER AVE S,,2016-12-14 07:04:00,-122.3048079401028,47.587074994653676,1,0,0,0,0,0,0,0,0,0,3
3735523,RAINIER AVE S,,2016-09-30 16:33:00,-122.26999732603909,47.522774286436054,1,1,0,0,0,0,0,0,0,0,1
3805705,RAINIER AVE S,23RD AVE S,2019-04-17 18:58:00,-122.30293410033383,47.58461682646894,1,1,0,0,0,0,0,0,0,0,3
3693507,RAINIER AVE S,S CLOVERDALE ST,2017-03-16 07:58:00,-122.26999190473941,47.52614591956701,1,1,0,0,0,0,0,0,0,0,2
3756585,RAINIER AVE S,S COLLEGE ST,2017-06-27 21:24:00,-122.30181609264969,47.58315980652271,1,0,0,0,0,0,0,0,0,1,3
E590400,RAINIER AVE S,S COLLEGE ST,2016-09-29 18:27:00,-122.30181609450082,47.58315986133375,1,1,0,0,0,1,0,0,0,0,2
3796030,RAINIER AVE S,S HOLLY ST,2019-07-29 17:32:00,-122.2728089672146,47.54247088482118,1,1,0,0,0,0,0,0,1,0,2
3764409,RAINIER AVE S,S HUDSON ST,2017-06-24 14:55:00,-122.28465198344699,47.55704987612315,1,1,0,0,0,0,0,0,0,1,2
3857227,RAINIER AVE S,S OTHELLO ST,2020-06-14 11:15:00,-122.2702753981841,47.53696578284057,1,1,1,1,0,0,0,0,0,0,2
3753164,RAINIER AVE S,STURTEVANT AVE S,2019-02-25 16:26:00,-122.26871177029439,47.51987286960739,1,1,0,1,0,0,0,0,0,0,3
3751615,RAVENNA AVE NE,NE 105TH ST,2018-09-14 07:13:00,-122.29754052430062,47.70478784909322,0,1,0,0,0,0,0,0,0,0,3
E836166,RAVENNA AVE NE,NE 95TH ST,2018-08-22 15:35:00,-122.30488133493566,47.69755702339658,1,1,0,0,0,1,0,0,0,0,3
E795447,RAVENNA PL NE,,2018-05-05 12:16:00,-122.30202305108232,47.66708844321956,1,1,0,0,0,0,0,0,0,0,2
3756172,RENTON AVE S,S CHICAGO ST,2017-12-07 17:12:00,-122.27859587520743,47.53252386501561,1,0,0,1,0,0,0,0,0,0,2
3811118,RENTON AVE S,S FLETCHER ST,2018-12-03 15:44:00,-122.27150979075486,47.51907585047872,1,1,0,1,0,0,0,0,0,0,2
3811327,REPUBLICAN ST ALLEY WAY EXITING W OF,FAIRVIEW AVE N,2018-09-27 14:35:00,-122.33517571369947,47.62320471663828,1,1,0,0,0,0,0,0,0,0,3
EA42048,RIVIERA PL NE,BURKE GILMAN TRAIL CROSSING,2020-05-27 10:57:00,-122.28225187108204,47.72927002440002,1,1,1,0,0,0,0,0,0,0,4
E706785,ROOSEVELT WAY NE,,2017-08-29 06:35:00,-122.31779512982457,47.657955112957445,1,1,0,0,0,0,0,0,0,0,2
3769402,ROOSEVELT WAY NE,,2016-12-07 08:12:00,-122.31778770125686,47.65821315866568,1,1,0,0,0,0,0,0,0,0,2
3824727,ROOSEVELT WAY NE,,2019-12-06 07:38:00,-122.31779074629931,47.65809663556837,1,1,0,0,0,0,0,0,0,0,3
E943875,ROOSEVELT WAY NE,,2019-06-26 09:35:00,-122.31776928950819,47.65887366602684,1,1,0,0,0,0,0,0,1,0,3
3748222,ROOSEVELT WAY NE,,2017-05-25 10:00:00,-122.31779405969752,47.65798797752178,1,1,0,0,0,0,0,0,0,0,3
3754047,ROOSEVELT WAY NE,,2018-03-28 06:52:00,-122.3178033682384,47.657610191365585,1,1,0,0,0,0,0,0,0,0,2
E661668,ROOSEVELT WAY NE,,2017-04-04 08:54:00,-122.31781259851792,47.657253902815306,1,1,0,0,0,0,0,0,0,0,3
E952853,ROOSEVELT WAY NE,,2019-08-23 08:26:00,-122.31781010873866,47.657349825681024,1,1,0,0,0,0,0,0,0,0,2
E809904,ROOSEVELT WAY NE,,2018-06-15 07:50:00,-122.31779482617351,47.65793907760312,1,1,0,0,0,0,0,0,0,0,2
E795440,ROOSEVELT WAY NE,,2018-04-26 11:30:00,-122.31773980271838,47.660029120060784,1,1,0,0,0,0,0,0,1,0,2
E974260,ROOSEVELT WAY NE,,2019-10-22 08:20:00,-122.31774681658776,47.659689921050884,0,1,0,0,0,0,0,0,0,0,3
E726535,ROOSEVELT WAY NE,,2017-10-24 12:00:00,-122.31774674542558,47.658982513848564,1,1,0,0,0,0,0,0,0,0,3
E826214,ROOSEVELT WAY NE,,2018-08-07 12:35:00,-122.31776813574186,47.658914784976574,1,1,0,0,0,0,0,0,0,0,3
E842646,ROOSEVELT WAY NE,,2018-09-21 08:02:00,-122.31773640700429,47.66024123083807,1,1,0,0,0,0,0,0,1,0,3
3769415,ROOSEVELT WAY NE,,2017-12-05 06:59:00,-122.31774117085784,47.66109092345395,1,0,0,0,0,0,0,0,0,0,3
E775266,ROOSEVELT WAY NE,,2018-03-02 09:28:00,-122.31774137699875,47.66114573062882,1,1,0,0,0,0,0,0,0,0,3
3762656,ROOSEVELT WAY NE,,2016-11-11 08:30:00,-122.31776906695195,47.66094621074242,0,1,0,1,0,0,0,0,0,0,3
E792992,ROOSEVELT WAY NE,,2018-04-03 07:38:00,-122.31740838953549,47.664612960145476,1,1,0,0,0,0,0,0,0,0,3
E796166,ROOSEVELT WAY NE,,2018-05-02 09:05:00,-122.31736108165423,47.67571777893203,1,1,0,0,0,0,0,0,0,0,2
3764354,ROOSEVELT WAY NE,,2017-09-03 16:23:00,-122.31736977181559,47.67645186136499,1,1,0,1,0,0,0,0,0,0,2
3762885,ROOSEVELT WAY NE,,2017-09-16 08:42:00,-122.31761475552678,47.69045971468725,1,1,0,0,0,0,0,0,0,0,3
E881917,ROOSEVELT WAY NE,NE 100TH ST,2019-01-09 18:34:00,-122.31769261207671,47.70128378671708,0,0,0,0,0,0,0,0,0,0,3
E714122,ROOSEVELT WAY NE,NE 40TH ALY,2017-09-21 07:54:00,-122.31785438350674,47.65631267189616,1,1,0,0,0,0,0,0,0,0,2
EA27444,ROOSEVELT WAY NE,NE 40TH ALY,2020-03-06 17:50:00,-122.31784139339283,47.65637678784316,1,0,1,0,0,0,0,0,1,0,3
E917144,ROOSEVELT WAY NE,NE 40TH ALY,2019-05-03 18:00:00,-122.31784139245774,47.65637676043874,1,1,0,1,0,0,0,0,0,0,2
E676488,ROOSEVELT WAY NE,NE 40TH ALY,2017-05-31 09:13:00,-122.31784139245774,47.65637676043874,1,1,0,0,0,0,0,0,0,0,2
3706622,ROOSEVELT WAY NE,NE 40TH ALY,2017-09-11 08:49:00,-122.31785860045727,47.65629829351166,1,1,0,0,0,0,0,0,0,0,3
E930282,ROOSEVELT WAY NE,NE 40TH ALY,2019-06-13 09:35:00,-122.31785769396966,47.656301460812465,1,1,0,0,0,0,0,0,1,0,2
E701425,ROOSEVELT WAY NE,NE 40TH ST,2017-08-11 06:25:00,-122.31828964958352,47.6554737528873,1,1,0,0,0,0,0,0,0,0,1
E909973,ROOSEVELT WAY NE,NE 42ND ST,2019-04-09 17:24:00,-122.31778338870652,47.65837579273605,1,0,0,0,0,0,0,0,0,0,3
3796187,ROOSEVELT WAY NE,NE 42ND ST,2019-09-30 15:07:00,-122.31780546127493,47.657528806737,1,1,0,0,0,0,0,0,0,0,3
3810302,ROOSEVELT WAY NE,NE 42ND ST,2019-03-26 07:47:00,-122.31780546127493,47.657528806737,0,0,0,0,0,0,0,0,0,0,3
3747822,ROOSEVELT WAY NE,NE 42ND ST,2019-07-30 08:47:00,-122.31780546127493,47.657528806737,1,1,0,0,0,0,0,0,0,0,3
3705711,ROOSEVELT WAY NE,NE 43RD ST,2017-10-13 16:15:00,-122.31775245903798,47.65946277707055,1,1,0,1,0,0,0,0,0,0,2
E723673,ROOSEVELT WAY NE,NE 43RD ST,2017-10-13 16:15:00,-122.31775245903798,47.65946277707055,1,1,0,1,0,0,0,0,0,0,3
3767648,ROOSEVELT WAY NE,NE 50TH ST,2019-12-15 20:30:00,-122.3174054450873,47.664947790130554,1,0,1,0,0,0,0,0,0,0,3
E777317,ROOSEVELT WAY NE,NE 53RD ST,2018-03-08 09:05:00,-122.31738395817717,47.66711725580906,0,1,0,1,0,0,0,0,0,0,2
EA18914,ROOSEVELT WAY NE,NE 63RD ST,2020-02-20 08:25:00,-122.31736651838142,47.67416280686138,1,1,1,0,0,0,0,0,0,0,2
3705651,ROOSEVELT WAY NE,NE 65TH ST,2017-10-19 08:42:00,-122.31736046022317,47.67583281003093,0,1,0,0,0,0,0,0,0,0,3
3582497,ROOSEVELT WAY NE,NE 66TH ST,2018-11-08 08:31:00,-122.31737150387778,47.67657280564184,1,1,0,0,0,0,0,0,0,0,1
E691201,ROOSEVELT WAY NE,NE 82ND ST,2017-07-13 10:48:00,-122.31757895786467,47.68822876184804,1,1,0,0,0,0,0,0,0,0,3
3810308,ROOSEVELT WAY NE,NE RAVENNA BLVD,2019-06-19 07:14:00,-122.31736650483313,47.67227680967323,1,1,0,0,0,0,0,0,0,0,3
3704076,ROY ST,2ND AVE N,2017-06-01 17:49:00,-122.35280132415703,47.62543274079905,1,1,0,0,0,0,0,0,0,0,1
E743640,ROY ST,4TH AVE N,2017-12-05 08:00:00,-122.34891033749997,47.62541973667681,0,1,0,0,0,0,0,0,0,0,1
3742095,ROY ST,5TH AVE N,2019-08-22 17:59:00,-122.34755830835529,47.62543658109026,1,1,0,0,0,0,0,0,0,0,3
E698814,RUSSELL AVE NW,NW IONE PL,2017-08-02 11:35:00,-122.38008647998883,47.66608766435528,1,1,0,0,0,0,0,0,0,0,3
3764705,S ADAMS ST EXT ALLEY WAY,29TH AVE S,2017-08-28 14:46:00,-122.29681361510403,47.56502486853483,1,1,0,1,0,1,0,0,0,0,2
EA46593,S ALASKA ST,35TH AVE S,2020-07-06 18:15:00,-122.28884864590535,47.560733032923395,1,1,0,0,0,0,0,0,0,0,3
E811399,S ALASKA ST,MARTIN LUTHER KING JR WAY S,2018-06-22 15:10:00,-122.29317728344016,47.56081606268342,1,1,0,0,0,1,0,0,0,0,3
E830660,S BAILEY ST,,2018-08-13 16:30:00,-122.31921146929739,47.547517462216824,1,1,0,0,0,0,0,0,0,1,2
E692177,S BAYVIEW ST,,2017-07-14 18:14:00,-122.29819353167613,47.58096645167985,1,1,0,0,0,0,0,0,0,0,2
3581274,S CHARLESTOWN ST,RAINIER AVE S,2018-04-12 15:25:00,-122.29074003507696,47.569795809929744,1,1,0,0,0,0,0,0,0,0,3
3815287,S CHICAGO ST,RENTON AVE S,2019-03-02 14:45:00,-122.27859587520743,47.53252386501561,1,1,0,1,0,0,0,0,0,0,2
3838209,S CLOVERDALE ST,,2020-05-07 16:33:00,-122.32155219864663,47.52646727543497,1,1,1,0,0,0,0,0,1,0,2
E690956,S COLLEGE ST,23RD AVE S,2017-07-13 16:54:00,-122.30294443518477,47.582935529285166,1,1,0,0,0,1,0,0,0,0,3
3818399,S COLLEGE ST,24TH AVE S,2018-01-10 07:16:00,-122.30235725465069,47.582956154952136,1,0,0,0,0,0,0,0,0,1,2
E816256,S COLLEGE ST,RAINIER AVE S,2018-07-06 12:55:00,-122.30181609264969,47.58315980652271,1,1,0,0,0,0,0,0,0,1,3
3756181,S DAWSON ST,15TH AVE S,2017-01-13 15:12:00,-122.31345595880383,47.555624842117965,1,1,0,1,0,0,0,0,0,0,2
3730693,S DEARBORN ST,,2017-01-26 14:53:00,-122.32271199892986,47.59583614800365,1,1,0,1,0,0,0,0,0,1,2
3773600,S DEARBORN ST,,2017-06-13 12:33:00,-122.31421097133276,47.59582301823931,1,1,0,0,0,0,0,0,0,0,2
3547965,S DEARBORN ST,,2019-04-24 06:49:00,-122.2880509887623,47.59575456217636,1,1,0,1,0,0,0,0,0,0,3
3812262,S DEARBORN ST,5TH AVE S,2018-07-05 23:56:00,-122.32764156046947,47.59582170497952,1,0,0,0,0,0,0,0,0,0,3
3753281,S DEARBORN ST,6TH AVE S,2017-06-21 20:15:00,-122.3263792117548,47.59584776793689,1,1,0,0,0,0,0,0,0,0,3
E991801,S DEARBORN ST,ALLEY EAST OF RAINIER,2019-11-25 08:51:00,-122.31085395785884,47.59587460983167,0,1,0,0,0,0,0,0,1,0,3
3750977,S DEARBORN ST,ALLEY W OF 8TH AVE S,2019-04-27 13:03:00,-122.3230883959611,47.59583659628073,1,1,0,0,0,0,0,0,1,0,2
3812073,S DEARBORN ST,ALLEYWAY,2018-07-12 15:42:00,-122.32316837865365,47.595836716429936,1,1,0,0,0,0,0,0,0,0,2
E711407,S DEARBORN ST,AT ALLEY WAY,2017-09-11 08:06:00,-122.32315112491487,47.595879843459954,1,1,0,0,0,0,0,0,0,0,3
E711157,S DEARBORN ST,MAYNARD AVE S,2017-09-13 08:20:00,-122.32507717479344,47.595841781523596,1,1,0,0,0,0,0,0,0,0,3
3785291,S DEARBORN ST,MAYNARD AVE S,2016-09-12 17:19:00,-122.32507709376372,47.595841782792164,1,1,0,0,0,0,0,0,0,0,2
EA15225,S DEARBORN ST,POPLAR PL S,2020-02-08 15:36:00,-122.31269820673283,47.59581984383483,1,1,1,0,0,0,0,0,0,0,3
3811960,S DEARBORN ST ALLEY WAY ENT.,7TH AVE S,2018-05-08 07:18:00,-122.32326283265222,47.59583682955163,1,1,0,0,0,0,0,0,0,0,2
E733045,S EDDY ST,28TH AVE S,2017-11-03 08:20:00,-122.29689587521928,47.54532789194369,0,1,0,0,0,1,0,0,1,0,3
3814957,S FERDINAND ST,MARTIN LUTHER KING JR WAY S,2018-09-29 11:56:00,-122.29165919259195,47.557905472645935,1,1,0,0,0,0,0,0,0,0,1
EA38700,S FINDLAY ST,1ST AVE S,2020-06-05 12:59:00,-122.33422532968616,47.55270710593552,1,1,0,0,0,0,0,0,0,0,3
3756147,S GENESEE ST,38TH AVE S,2018-10-05 16:50:00,-122.28497104604982,47.56412485796211,0,1,0,0,0,0,0,0,0,0,3
3753857,S GRAHAM ST,,2017-01-13 15:07:00,-122.28611474737231,47.546050606752836,1,1,0,0,0,0,0,0,0,0,2
3547683,S GRAHAM ST,MARTIN LUTHER KING JR WAY S,2019-08-01 23:12:00,-122.28543923887112,47.546044649225216,1,0,0,0,0,0,0,0,0,0,3
E588018,S GRATTAN ST,54TH AVE S,2016-09-22 17:42:00,-122.26492698508616,47.52857494942844,1,1,0,0,0,0,0,0,0,0,3
E684049,S HENDERSON ST,,2017-06-17 17:33:00,-122.27546836170684,47.52332392115516,1,1,0,0,0,1,0,0,0,0,3
E919321,S HENDERSON ST,CHIEF SEALTH TRL,2019-05-06 17:17:00,-122.2775886506073,47.52331226796145,1,1,0,0,0,0,0,0,0,1,3
E914274,S HENDERSON ST,RENTON AVE S,2019-04-24 16:48:00,-122.27639480689453,47.523323855024735,1,1,0,0,0,0,0,0,1,0,2
3764554,S HINDS ST,4TH AVE S,2017-07-21 19:00:00,-122.32917769476711,47.573688296679514,1,1,0,0,0,0,1,0,0,1,2
E757882,S HOLGATE ST,1ST AVE S,2017-12-29 16:34:00,-122.33421111585469,47.58611176856823,0,0,0,0,0,0,0,0,0,0,3
3818864,S HOLGATE ST,21ST AVE S,2018-06-19 15:25:00,-122.3055350980889,47.58632581083399,1,1,0,1,0,0,0,0,0,0,3
E835930,S HOLGATE ST,4TH AVE S,2018-09-05 14:26:00,-122.32907143968605,47.586084585179776,1,1,0,0,0,0,0,0,0,0,3
E828564,S HOLGATE ST,6TH AVE S,2018-08-15 11:09:00,-122.32597910868917,47.58615577521519,1,1,0,0,0,0,0,0,0,0,4
E603235,S HOLGATE ST,8TH AVE S,2016-10-18 07:01:00,-122.32350523065116,47.58612921838989,0,0,0,0,0,0,0,0,0,0,3
E842827,S HOLGATE ST,8TH AVE S,2018-09-25 09:22:00,-122.32350519108041,47.58612924642893,1,1,0,0,0,0,0,0,0,0,3
3764443,S HOLGATE ST,RR XING 7 OF 3RD AVE S,2017-07-30 17:00:00,-122.330348602566,47.58606823761243,1,1,0,0,0,0,1,0,0,0,3
3805944,S HORTON ST,1ST AVE S,2019-07-23 16:45:00,-122.33430801579941,47.57439628355853,0,1,0,0,0,0,0,0,0,0,3
3735072,S HORTON ST,1ST AVE S,2017-05-31 23:34:00,-122.33430801579941,47.57439628355853,0,0,0,1,0,0,0,0,0,0,2
E679471,S HORTON ST,1ST AVE S,2017-05-24 09:28:00,-122.33430801579941,47.57439628355853,1,1,0,0,0,0,0,0,0,0,2
3812608,S JACKSON ST,,2019-01-24 19:32:00,-122.32049067130737,47.59919224432355,1,0,0,0,0,0,1,0,0,0,2
E926429,S JACKSON ST,,2019-04-25 09:40:00,-122.31238571773936,47.59922474818263,1,1,0,0,0,0,0,0,0,0,3
E761354,S JACKSON ST,,2018-01-03 07:45:00,-122.30446586363298,47.599279707945186,1,1,0,0,0,0,0,0,0,0,2
E842648,S JACKSON ST,,2018-09-24 09:05:00,-122.32391350965506,47.599187580082145,1,1,0,1,0,0,0,0,0,0,2
3793257,S JACKSON ST,,2019-11-03 11:43:00,-122.3241609598834,47.59918875378779,1,1,1,0,0,0,0,0,0,0,3
3795860,S JACKSON ST,,2019-06-21 18:05:00,-122.3143772132063,47.59921929964358,1,1,0,0,0,0,0,0,0,0,3
E680451,S JACKSON ST,16TH AVE S,2017-06-06 08:40:00,-122.31158619088406,47.59922782456057,1,1,0,1,0,0,0,0,0,0,3
E881650,S JACKSON ST,18TH AVE S,2019-01-10 16:35:00,-122.30896819346033,47.59924481271393,0,0,0,0,0,0,0,0,0,0,2
E839311,S JACKSON ST,20TH AVE S,2018-09-17 17:25:00,-122.3063541237357,47.59926883774245,1,1,0,0,0,0,0,0,0,1,2
3746309,S JACKSON ST,23RD AVE S,2018-05-04 08:39:00,-122.30222013298143,47.59928581913166,1,1,0,0,0,0,0,0,0,0,2
3847755,S JACKSON ST,25TH AVE S,2020-05-01 08:41:00,-122.29989083346553,47.59926493508248,1,1,1,0,0,0,0,0,0,0,3
3206770,S JACKSON ST,2ND AVE S,2018-09-12 12:22:00,-122.33159213437882,47.5991977709134,1,1,0,0,0,0,0,0,0,0,2
EA22777,S JACKSON ST,2ND AVENUE EXT S,2020-03-09 13:36:00,-122.3296902083263,47.59921579028954,1,1,0,0,0,0,0,0,0,0,3
EA14264,S JACKSON ST,5TH AVE S,2020-02-10 10:36:00,-122.3278331845636,47.599216814689896,1,1,0,0,0,0,0,0,0,0,2
3812132,S JACKSON ST,8TH AVE S,2018-11-28 17:14:00,-122.32244212749883,47.5991977850201,0,0,0,0,0,0,0,0,1,0,2
3793281,S JACKSON ST,8TH AVE S,2019-09-02 18:49:00,-122.32244212749883,47.5991977850201,1,1,0,1,0,0,0,0,0,0,3
E785086,S JACKSON ST,BOREN AVE S,2018-04-02 11:31:00,-122.31411318242395,47.599214524422685,1,1,0,0,0,0,0,0,0,0,2
3774007,S JACKSON ST,MARTIN LUTHER KING JR WAY S,2017-08-25 22:00:00,-122.29741021343278,47.59924186818803,1,0,0,1,0,0,0,0,0,0,3
E911696,S JACKSON ST,MAYNARD AVE S,2019-04-05 07:15:00,-122.32505719664687,47.59919581294921,1,1,0,0,0,0,0,0,0,0,2
3813226,S JACKSON ST,RAINIER AVE S,2019-03-15 19:43:00,-122.31411318242395,47.599214524422685,1,0,0,0,0,0,0,0,0,0,1
E900516,S JUDKINS ST,31ST AVE S,2019-03-01 10:14:00,-122.29259176127145,47.59214583234085,1,1,0,0,0,0,0,0,0,0,3
3838474,S JUNEAU ST,,2020-07-03 17:43:00,-122.25801064773049,47.54963803172261,1,1,1,0,0,0,0,0,0,0,3
3547952,S KING ST,12TH AVE S,2019-04-15 17:43:00,-122.31721225053224,47.59832759961416,1,1,0,1,0,0,0,0,0,0,2
3812139,S KING ST,12TH AVE S,2019-02-19 17:48:00,-122.31721225053224,47.59832759961416,0,0,0,1,0,0,0,0,0,0,3
E874935,S KING ST,1ST AVE S,2018-12-11 09:54:00,-122.33429044997584,47.598294445676984,0,1,0,0,0,0,0,0,0,0,3
E849656,S KING ST,1ST AVE S,2018-10-12 07:11:00,-122.33429044997584,47.598294445676984,1,1,0,0,0,0,0,0,1,0,2
3811730,S KING ST,ALLEY 150 FT W OF MAYNARD AVE S,2018-08-19 16:15:00,-122.32569133371992,47.59836989795688,1,1,0,0,0,0,0,0,0,0,2
E822558,S LANDER ST,4TH AVE S,2018-07-28 10:58:00,-122.32909111690537,47.579804783542166,1,1,0,0,0,0,0,0,1,0,2
3814108,S LUCILE ST,AIRPORT WAY S,2018-07-09 14:00:00,-122.3211789825652,47.553411825832875,1,1,0,1,0,0,0,0,0,0,3
E941556,S MAIN ST,ALASKAN WAY S,2019-07-18 18:00:00,-122.33566021565508,47.60004379915079,0,1,0,0,0,0,0,0,1,0,3
3793069,S MASSACHUSETTS ST,1ST AVE S,2019-10-22 08:00:00,-122.33421709548952,47.58822477196755,0,1,0,1,0,0,0,0,0,0,2
E950336,S MASSACHUSETTS ST,25TH AVE S,2019-08-14 09:43:00,-122.30017173923268,47.58833084031795,1,1,0,0,0,0,0,0,0,0,3
3756559,S MASSACHUSETTS ST,OCCIDENTAL AVE S,2017-09-19 22:59:00,-122.33327912629808,47.588218771429524,0,0,0,0,0,0,0,0,0,0,2
E825146,S MEAD ST,4TH AVE S,2018-08-04 14:19:00,-122.32958664018823,47.55106027512976,1,1,0,0,0,0,0,0,0,0,2
3838405,S MICHIGAN ST,6TH AVE S,2020-05-29 23:19:00,-122.32616390616285,47.546266843477106,1,0,1,1,0,0,1,0,0,0,2
