AWDT,ADT,AWDT_ROUNDED,REPORT NUMBER,vol_geo,line_i,DATETIME,geometry,line_geo,SPEEDLIMIT,SURFACEWIDTH,one_way,is_steep,is_paved,is_hwy,is_bus,is_truck,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
19500.0,2942.0,19500,E728851,"MULTILINESTRING ((-122.3077921363521 47.68304670912515, -122.3077598400365 47.68304674020148, -122.3067215210103 47.68304693863313, -122.3066885624134 47.68304696267619), (-122.3094453911403 47.68304656904065, -122.3093844964424 47.68304657882127, -122.308868776869 47.68304660204408, -122.3088635666886 47.68304660024282), (-122.3099357027301 47.68304656300181, -122.3094453911403 47.68304656904065), (-122.3088635666886 47.68304660024282, -122.3077921363521 47.68304670912515), (-122.3120792720749 47.6830458727436, -122.3110076436594 47.68304635357752), (-122.3110076436594 47.68304635357752, -122.3099357027301 47.68304656300181))",15137.0,2017-10-30 12:26:00,POINT (-122.3067042850025 47.68304695119373),"LINESTRING (-122.3077921362217 47.683046709057, -122.3077598399252 47.68304674018749, -122.3067215210585 47.68304693857797, -122.3066885624222 47.68304696270172)",25.0,40.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2
4730.0,4532.0,4600,E822348,"MULTILINESTRING ((-122.3054556649305 47.6693506148316, -122.3053147027915 47.66938072788077, -122.3051261518759 47.66941733358809, -122.3042178037292 47.66941084157076, -122.3040730384613 47.66940735175059, -122.3039981450006 47.66940651224776), (-122.3064906096452 47.6691780173613, -122.3063513760971 47.66918285487586, -122.306180939895 47.66919720409975, -122.3060464575473 47.66921109006246, -122.3059302652596 47.66923546806384, -122.3057068759946 47.66928532370252, -122.3054556649305 47.6693506148316))",2555.0,2018-07-05 19:04:00,POINT (-122.3064913278839 47.66921501089594),"LINESTRING (-122.306490609665 47.66917801739901, -122.3064924196655 47.66927124559511, -122.30649516855 47.66933890773379)",25.0,40.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
6346.0,6080.0,6300,E963578,"MULTILINESTRING ((-122.3821335595328 47.67018010220504, -122.3821244604719 47.67090898632178), (-122.3821273348078 47.67236651477734, -122.3821303740657 47.67309752602867), (-122.3821241411254 47.67528318726692, -122.3821394197255 47.67591231770812, -122.3821275055809 47.67598546203209), (-122.3821266732399 47.66944665123324, -122.3821335595328 47.67018010220504), (-122.3821271445923 47.67455234042711, -122.3821241411254 47.67528318726692), (-122.3821303740657 47.67309752602867, -122.3821273105826 47.67382729328921), (-122.3821244209317 47.6716379649537, -122.3821273348078 47.67236651477734), (-122.3821244604719 47.67090898632178, -122.3821244209317 47.6716379649537), (-122.3821273105826 47.67382729328921, -122.3821271445923 47.67455234042711), (-122.3821299971958 47.66867579926, -122.3821266732399 47.66944665123324))",12474.0,2019-08-20 17:45:00,POINT (-122.3821278815565 47.67543720912352),"LINESTRING (-122.3821241410834 47.67528318718431, -122.3821394197252 47.67591231777685, -122.382127505683 47.67598546203234)",25.0,46.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
11307.0,11036.0,11300,E858803,"MULTILINESTRING ((-122.3821299971958 47.66867579926, -122.3831117048611 47.66867677578812), (-122.3831117048611 47.66867677578812, -122.3847455467223 47.6686783893852))",13004.0,2018-11-05 11:53:00,POINT (-122.3821364887777 47.66867580565098),"LINESTRING (-122.3821299970976 47.6686757991931, -122.3831117047652 47.66867677578905)",25.0,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
10370.0,10070.0,10100,3746753,"MULTILINESTRING ((-122.3833579315031 47.64845596054418, -122.3846639645951 47.64845268496221), (-122.3819815592797 47.64845786577196, -122.3833579315031 47.64845596054418))",4819.0,2017-08-01 13:38:00,POINT (-122.3820592255311 47.64845775819094),"LINESTRING (-122.3819815592251 47.64845786569703, -122.383357931624 47.64845596051551)",25.0,42.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,3
10340.0,10461.0,10300,EA41022,"MULTILINESTRING ((-122.386367978533 47.66867996778199, -122.3874930794328 47.66868104404855, -122.3875764869988 47.66867869248183), (-122.3847455467223 47.6686783893852, -122.386367978533 47.66867996778199))",23773.0,2020-05-08 21:11:00,POINT (-122.3847775152155 47.66867842050063),"LINESTRING (-122.3847455468098 47.66867838940128, -122.3863679785495 47.66867996772754)",25.0,108.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
18630.0,17248.0,18600,3702871,"MULTILINESTRING ((-122.3027609896757 47.61002298620545, -122.3027600894142 47.61047151462713, -122.3027442955896 47.61158943598407), (-122.3027630097552 47.60901913936726, -122.3027609896757 47.61002298620545), (-122.3027442955896 47.61158943598407, -122.3027103738786 47.61294141297465), (-122.3027699551214 47.60800896047895, -122.3027630097552 47.60901913936726))",8593.0,2019-12-08 21:59:00,POINT (-122.3027659380716 47.6085932194324),"LINESTRING (-122.3027699550995 47.60800896054548, -122.3027630096912 47.60901913936881)",25.0,22.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3
20416.0,18728.0,20400,3814126,"MULTILINESTRING ((-122.3023818451937 47.62675925833666, -122.3023777710813 47.62739964392687, -122.3023771030433 47.62743465420847), (-122.3016300298869 47.63127418474791, -122.3016129683024 47.63227855308051), (-122.3016481042863 47.63027078477557, -122.3016300298869 47.63127418474791), (-122.3015761778753 47.6345730613516, -122.3015653743699 47.63524417740835), (-122.3016858284435 47.62817645845804, -122.3016853337502 47.62820404928719, -122.3016661779777 47.62926766724711), (-122.3016661779777 47.62926766724711, -122.3016481042863 47.63027078477557), (-122.3016129683024 47.63227855308051, -122.3015918744019 47.63359430434275), (-122.3015918744019 47.63359430434275, -122.3015761778753 47.6345730613516), (-122.3023771030433 47.62743465420847, -122.3018059651507 47.62806339057801, -122.301778767936 47.62809495937905, -122.3016858284435 47.62817645845804))",18913.0,2018-08-06 16:24:00,POINT (-122.3015827497935 47.63416327171492),"LINESTRING (-122.301591874345 47.63359430428121, -122.3015761779834 47.63457306126931)",25.0,47.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3
21000.0,13869.0,21000,E869064,"MULTILINESTRING ((-122.3020723291926 47.64025872272047, -122.302065487395 47.64098834444526), (-122.301530181563 47.63706511079111, -122.3015137910393 47.63791294970969), (-122.302065487395 47.64098834444526, -122.3020586458781 47.64171803001876), (-122.3020586458781 47.64171803001876, -122.3020518075238 47.64244722165141), (-122.3015653743699 47.63524417740835, -122.3015526671396 47.6359026993073, -122.301530181563 47.63706511079111), (-122.3017938878332 47.63871353663794, -122.3020805813518 47.63953007773985), (-122.3020805813518 47.63953007773985, -122.3020723291926 47.64025872272047), (-122.3015137910393 47.63791294970969, -122.3015231253019 47.63793963022239, -122.3016197780698 47.63821588880236, -122.3017938878332 47.63871353663794), (-122.3020518075238 47.64244722165141, -122.30218504417 47.64254160716749, -122.3030551788293 47.64315800717877))",11013.0,2018-11-22 16:23:00,POINT (-122.3015652672723 47.63524972104701),"LINESTRING (-122.3015653742465 47.63524417736511, -122.3015526670137 47.63590269923688, -122.3015301816275 47.63706511079714)",25.0,47.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
21000.0,13869.0,21000,3814314,"MULTILINESTRING ((-122.3020723291926 47.64025872272047, -122.302065487395 47.64098834444526), (-122.301530181563 47.63706511079111, -122.3015137910393 47.63791294970969), (-122.302065487395 47.64098834444526, -122.3020586458781 47.64171803001876), (-122.3020586458781 47.64171803001876, -122.3020518075238 47.64244722165141), (-122.3015653743699 47.63524417740835, -122.3015526671396 47.6359026993073, -122.301530181563 47.63706511079111), (-122.3017938878332 47.63871353663794, -122.3020805813518 47.63953007773985), (-122.3020805813518 47.63953007773985, -122.3020723291926 47.64025872272047), (-122.3015137910393 47.63791294970969, -122.3015231253019 47.63793963022239, -122.3016197780698 47.63821588880236, -122.3017938878332 47.63871353663794), (-122.3020518075238 47.64244722165141, -122.30218504417 47.64254160716749, -122.3030551788293 47.64315800717877))",11013.0,2019-01-11 07:35:00,POINT (-122.3015652672723 47.63524972104701),"LINESTRING (-122.3015653742465 47.63524417736511, -122.3015526670137 47.63590269923688, -122.3015301816275 47.63706511079714)",25.0,47.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
21000.0,13869.0,21000,E650285,"MULTILINESTRING ((-122.3020723291926 47.64025872272047, -122.302065487395 47.64098834444526), (-122.301530181563 47.63706511079111, -122.3015137910393 47.63791294970969), (-122.302065487395 47.64098834444526, -122.3020586458781 47.64171803001876), (-122.3020586458781 47.64171803001876, -122.3020518075238 47.64244722165141), (-122.3015653743699 47.63524417740835, -122.3015526671396 47.6359026993073, -122.301530181563 47.63706511079111), (-122.3017938878332 47.63871353663794, -122.3020805813518 47.63953007773985), (-122.3020805813518 47.63953007773985, -122.3020723291926 47.64025872272047), (-122.3015137910393 47.63791294970969, -122.3015231253019 47.63793963022239, -122.3016197780698 47.63821588880236, -122.3017938878332 47.63871353663794), (-122.3020518075238 47.64244722165141, -122.30218504417 47.64254160716749, -122.3030551788293 47.64315800717877))",11013.0,2017-03-09 15:53:00,POINT (-122.3015652672723 47.63524972104701),"LINESTRING (-122.3015653742465 47.63524417736511, -122.3015526670137 47.63590269923688, -122.3015301816275 47.63706511079714)",25.0,47.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
21000.0,,21000,E724933,"MULTILINESTRING ((-122.3020723291926 47.64025872272047, -122.302065487395 47.64098834444526), (-122.301530181563 47.63706511079111, -122.3015137910393 47.63791294970969), (-122.302065487395 47.64098834444526, -122.3020586458781 47.64171803001876), (-122.3020586458781 47.64171803001876, -122.3020518075238 47.64244722165141), (-122.3015653743699 47.63524417740835, -122.3015526671396 47.6359026993073, -122.301530181563 47.63706511079111), (-122.3017938878332 47.63871353663794, -122.3020805813518 47.63953007773985), (-122.3020805813518 47.63953007773985, -122.3020723291926 47.64025872272047), (-122.3015137910393 47.63791294970969, -122.3015231253019 47.63793963022239, -122.3016197780698 47.63821588880236, -122.3017938878332 47.63871353663794), (-122.3020518075238 47.64244722165141, -122.30218504417 47.64254160716749, -122.3030551788293 47.64315800717877))",23109.0,2017-10-15 15:33:00,POINT (-122.3020663485081 47.64025869879349),"LINESTRING (-122.3020723290936 47.64025872280866, -122.3015823050792 47.64025675510639, -122.300344451574 47.64025178062461)",20.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
21000.0,,21000,E690568,"MULTILINESTRING ((-122.3020723291926 47.64025872272047, -122.302065487395 47.64098834444526), (-122.301530181563 47.63706511079111, -122.3015137910393 47.63791294970969), (-122.302065487395 47.64098834444526, -122.3020586458781 47.64171803001876), (-122.3020586458781 47.64171803001876, -122.3020518075238 47.64244722165141), (-122.3015653743699 47.63524417740835, -122.3015526671396 47.6359026993073, -122.301530181563 47.63706511079111), (-122.3017938878332 47.63871353663794, -122.3020805813518 47.63953007773985), (-122.3020805813518 47.63953007773985, -122.3020723291926 47.64025872272047), (-122.3015137910393 47.63791294970969, -122.3015231253019 47.63793963022239, -122.3016197780698 47.63821588880236, -122.3017938878332 47.63871353663794), (-122.3020518075238 47.64244722165141, -122.30218504417 47.64254160716749, -122.3030551788293 47.64315800717877))",2640.0,2017-07-07 17:49:00,POINT (-122.3020586011465 47.6417227914567),"LINESTRING (-122.3020586457986 47.64171803009516, -122.3020518074305 47.64244722160927)",25.0,47.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
13845.0,13476.0,13800,E600073,"MULTILINESTRING ((-122.3875873695284 47.67091620475419, -122.387587245117 47.67164521707581), (-122.3875871213756 47.67237398467058, -122.3875865923871 47.6731026965985), (-122.3875872782536 47.66945776366578, -122.3875873195055 47.67018719389159), (-122.387587245117 47.67164521707581, -122.3875871213756 47.67237398467058), (-122.3875764869988 47.66867869248183, -122.3875872782536 47.66945776366578), (-122.3875856201685 47.67383146403053, -122.3875853662953 47.6745600678057), (-122.3875853662953 47.6745600678057, -122.3875841507671 47.67528845077722), (-122.3875841507671 47.67528845077722, -122.3875846579832 47.67586626893637, -122.3875847289885 47.67594849851172), (-122.3875865923871 47.6731026965985, -122.3875856201685 47.67383146403053), (-122.3875873195055 47.67018719389159, -122.3875873695284 47.67091620475419))",19750.0,2016-10-11 08:22:00,POINT (-122.3875873127549 47.67006685573325),"LINESTRING (-122.3875872783844 47.66945776370632, -122.3875873195454 47.67018719384502)",25.0,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
13845.0,13476.0,13800,E943605,"MULTILINESTRING ((-122.3875873695284 47.67091620475419, -122.387587245117 47.67164521707581), (-122.3875871213756 47.67237398467058, -122.3875865923871 47.6731026965985), (-122.3875872782536 47.66945776366578, -122.3875873195055 47.67018719389159), (-122.387587245117 47.67164521707581, -122.3875871213756 47.67237398467058), (-122.3875764869988 47.66867869248183, -122.3875872782536 47.66945776366578), (-122.3875856201685 47.67383146403053, -122.3875853662953 47.6745600678057), (-122.3875853662953 47.6745600678057, -122.3875841507671 47.67528845077722), (-122.3875841507671 47.67528845077722, -122.3875846579832 47.67586626893637, -122.3875847289885 47.67594849851172), (-122.3875865923871 47.6731026965985, -122.3875856201685 47.67383146403053), (-122.3875873195055 47.67018719389159, -122.3875873695284 47.67091620475419))",20744.0,2019-07-13 16:36:00,POINT (-122.3875858468133 47.67366157667362),"LINESTRING (-122.3875865924138 47.67310269656765, -122.3875856201669 47.67383146408356)",25.0,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
11960.0,11349.0,12000,E637054,"MULTILINESTRING ((-122.3875847289885 47.67594849851172, -122.3875346989929 47.677698224041), (-122.3875589592988 47.68318391418877, -122.3875846908577 47.68497137656264), (-122.3875422202326 47.67950592382402, -122.3875496738259 47.68131401663099), (-122.3875846908577 47.68497137656264, -122.3875927703231 47.68680276504061), (-122.3875346989929 47.677698224041, -122.3875422202326 47.67950592382402), (-122.3875496738259 47.68131401663099, -122.3875514530338 47.68168896592552, -122.3875549022672 47.68241565943003, -122.3875581825628 47.68310663856796, -122.3875583489639 47.68314164134929, -122.3875589592988 47.68318391418877))",200.0,2017-01-25 08:25:00,POINT (-122.3875642501258 47.67666471646582),"LINESTRING (-122.3875847290198 47.67594849845769, -122.3875346989413 47.67769822396497)",25.0,54.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
13845.0,13476.0,13800,EA24894,"MULTILINESTRING ((-122.3875873695284 47.67091620475419, -122.387587245117 47.67164521707581), (-122.3875871213756 47.67237398467058, -122.3875865923871 47.6731026965985), (-122.3875872782536 47.66945776366578, -122.3875873195055 47.67018719389159), (-122.387587245117 47.67164521707581, -122.3875871213756 47.67237398467058), (-122.3875764869988 47.66867869248183, -122.3875872782536 47.66945776366578), (-122.3875856201685 47.67383146403053, -122.3875853662953 47.6745600678057), (-122.3875853662953 47.6745600678057, -122.3875841507671 47.67528845077722), (-122.3875841507671 47.67528845077722, -122.3875846579832 47.67586626893637, -122.3875847289885 47.67594849851172), (-122.3875865923871 47.6731026965985, -122.3875856201685 47.67383146403053), (-122.3875873195055 47.67018719389159, -122.3875873695284 47.67091620475419))",23117.0,2020-01-02 17:43:00,POINT (-122.38760247034 47.67383149382886),"LINESTRING (-122.3875856201669 47.67383146408356, -122.3901382916058 47.67383597026715)",20.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2396.0,2228.0,2400,EA30857,"MULTILINESTRING ((-122.3875629802282 47.69823627533876, -122.3875613553482 47.69897870794068), (-122.3875981051345 47.69057545339398, -122.3875764788978 47.69235944354431), (-122.3875764788978 47.69235944354431, -122.3875741585269 47.69336708692612, -122.3875723719314 47.69414347529008), (-122.3875699822686 47.69517940531623, -122.3875679961998 47.69604141296411, -122.3875679740516 47.69605087184828, -122.3875654731537 47.69724779080185, -122.3875637937216 47.6978677448221), (-122.3875637937216 47.6978677448221, -122.38756377077 47.69787601891978, -122.3875629802282 47.69823627533876), (-122.3875723719314 47.69414347529008, -122.3875699822686 47.69517940531623))",214.0,2020-04-23 17:09:00,POINT (-122.3875867036384 47.6989522837105),"LINESTRING (-122.3886191801567 47.69787598377251, -122.3875613553834 47.69897870787108)",20.0,18.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2
12846.0,12249.0,12800,E860232,"MULTILINESTRING ((-122.2983993249596 47.67577636501834, -122.2974858264403 47.67577719967297, -122.297412820063 47.67577728054948), (-122.297412820063 47.67577728054948, -122.2973322442317 47.67577736868577, -122.2964318424321 47.67577817233388), (-122.2953750022028 47.67577912062081, -122.2950934728214 47.67577930107099), (-122.293264068436 47.67578090221296, -122.2929829889231 47.6757811607439), (-122.294320017139 47.67578000293015, -122.2940381411705 47.67578026618093), (-122.2916282674487 47.67578223786934, -122.2911530388761 47.6757827961548), (-122.2940381411705 47.67578026618093, -122.293264068436 47.67578090221296), (-122.2911530388761 47.6757827961548, -122.2902733568638 47.6757834920202), (-122.2964318424321 47.67577817233388, -122.2962781906904 47.67577828324458, -122.2953750022028 47.67577912062081), (-122.2950934728214 47.67577930107099, -122.294320017139 47.67578000293015), (-122.2922084202693 47.67578182294567, -122.2916282674487 47.67578223786934), (-122.3006515476651 47.67577422052781, -122.299717530293 47.67577522488457, -122.2995957533438 47.67577535462248), (-122.2995957533438 47.67577535462248, -122.2985403790987 47.67577626212586, -122.2983993249596 47.67577636501834), (-122.2929829889231 47.6757811607439, -122.2922084202693 47.67578182294567))",4242.0,2018-11-09 08:33:00,POINT (-122.3006464992832 47.67577422603505),"LINESTRING (-122.3006515477489 47.67577422060702, -122.299717530263 47.67577522484709, -122.2995957534549 47.67577535455348)",25.0,38.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
18210.0,17455.0,18200,3811684,"MULTILINESTRING ((-122.3006049806637 47.66626671856123, -122.3006053940335 47.66633745590687, -122.3006064204904 47.66650388560132, -122.3006067563194 47.6665581945678, -122.300607429712 47.66666748717745, -122.3006081076963 47.66677675363908, -122.3006087789764 47.66688601838747, -122.3006094555844 47.66699528306678, -122.3006101282775 47.66710455049491, -122.3006108048911 47.66721381517331, -122.3006114774884 47.66732307900342, -122.3006121541077 47.66743234368087, -122.300612826736 47.66754160840931, -122.3006135034372 47.66765087578365, -122.3006141799889 47.66776013776192, -122.3006148526257 47.66786940248894, -122.3006161130311 47.66797835288148), (-122.3006161130311 47.66797835288148, -122.3006156077562 47.66799050577532, -122.3006161702229 47.66807836506288, -122.3006184150792 47.6684295296964, -122.3006189625356 47.66851511139131, -122.3006189538146 47.66852574746237))",210.0,2018-08-30 08:00:00,POINT (-122.3006051211656 47.66629077893582),"LINESTRING (-122.3006049805482 47.66626671855738, -122.3006053939623 47.66633745587743, -122.3006064204737 47.66650388552129, -122.3006067564468 47.66655819457581, -122.3006074297716 47.66666748723851, -122.3006081078149 47.66677675369242, -122.3006087790545 47.66688601830319, -122.3006094554958 47.66699528302205, -122.3006101283785 47.66710455041861, -122.3006108048254 47.66721381513649, -122.3006114776148 47.66732307902365, -122.3006121540674 47.66743234374061, -122.3006128266224 47.66754160833183, -122.3006135034197 47.66765087585129, -122.3006141800614 47.66776013775674, -122.3006148526299 47.66786940252199, -122.3006161130757 47.66797835296349)",25.0,47.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2
2398.0,2344.0,2400,E689021,"MULTILINESTRING ((-122.3003337573665 47.58364723964131, -122.299029009176 47.58364544849176, -122.2981445701897 47.58364221129907), (-122.3021985775796 47.58365639676148, -122.301641517464 47.58365477486991), (-122.301641517464 47.58365477486991, -122.3003337573665 47.58364723964131))",16509.0,2017-07-06 12:16:00,POINT (-122.3003451482832 47.58364730526206),"LINESTRING (-122.3016415174762 47.58365477479771, -122.3003337573041 47.5836472396285)",25.0,50.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
10000.0,4406.0,10000,3693265,"LINESTRING (-122.3645478372141 47.52102329238569, -122.365894184735 47.52102177675444)",18655.0,2016-09-03 13:20:00,POINT (-122.3645665465759 47.52102327132991),"LINESTRING (-122.3645478372664 47.52102329239245, -122.3658941847054 47.52102177670334)",25.0,40.0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3
17000.0,,17000,3812096,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2018-08-17 17:59:00,POINT (-122.3390708150741 47.60946778764803),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3
17000.0,,17000,3753595,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2017-08-15 06:06:00,POINT (-122.3391241952442 47.60952612633673),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
15481.0,14677.0,15500,E612858,"LINESTRING (-122.3379953593978 47.60829216504288, -122.338903694202 47.60928514268119)",135.0,2016-11-15 19:25:00,POINT (-122.338514856037 47.60886007089952),"LINESTRING (-122.3379953592821 47.60829216502502, -122.3389036941301 47.60928514273142)",25.0,54.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
17000.0,,17000,E975801,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2019-10-04 08:54:00,POINT (-122.3391241952442 47.60952612633673),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2
15481.0,14677.0,15500,3811453,"LINESTRING (-122.3379953593978 47.60829216504288, -122.338903694202 47.60928514268119)",135.0,2018-10-18 18:04:00,POINT (-122.3384895538115 47.60883241089515),"LINESTRING (-122.3379953592821 47.60829216502502, -122.3389036941301 47.60928514273142)",25.0,54.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
17000.0,,17000,E744635,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2017-12-06 14:46:00,POINT (-122.3391565833304 47.60956152297324),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
17000.0,,17000,3751004,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2019-06-07 14:02:00,POINT (-122.3396130917319 47.61006043673562),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
17000.0,,17000,3821301,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2019-11-12 15:38:00,POINT (-122.339568973773 47.61001222063089),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
17000.0,,17000,3753483,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2018-05-08 17:35:00,POINT (-122.3395759891525 47.61001988767353),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2
17000.0,,17000,3811439,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2018-10-02 19:48:00,POINT (-122.3397201217559 47.6101774088478),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
17000.0,,17000,E991591,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2019-12-09 08:39:00,POINT (-122.3395872914837 47.61003223988565),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
17000.0,,17000,3811781,"LINESTRING (-122.338903694202 47.60928514268119, -122.3398124568149 47.61027832105028)",23135.0,2018-06-30 16:21:00,POINT (-122.3397201217559 47.6101774088478),"LINESTRING (-122.3389036941301 47.60928514273142, -122.3398124568458 47.61027832100396)",25.0,58.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
15481.0,14677.0,15500,E813171,"LINESTRING (-122.3379953593978 47.60829216504288, -122.338903694202 47.60928514268119)",135.0,2018-06-26 07:20:00,POINT (-122.3383041951984 47.60862977970589),"LINESTRING (-122.3379953592821 47.60829216502502, -122.3389036941301 47.60928514273142)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
15481.0,14677.0,15500,E862656,"LINESTRING (-122.3379953593978 47.60829216504288, -122.338903694202 47.60928514268119)",135.0,2018-11-19 09:16:00,POINT (-122.3382274833369 47.608545919477),"LINESTRING (-122.3379953592821 47.60829216502502, -122.3389036941301 47.60928514273142)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
20059.0,18924.0,20100,E908164,"LINESTRING (-122.3370867976742 47.6072990585451, -122.3379953593978 47.60829216504288)",5275.0,2019-03-29 07:45:00,POINT (-122.3378048198737 47.60808389525862),"LINESTRING (-122.337086797648 47.60729905855496, -122.3379953592821 47.60829216502502)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
15481.0,14677.0,15500,3821326,"LINESTRING (-122.3379953593978 47.60829216504288, -122.338903694202 47.60928514268119)",135.0,2019-11-14 15:49:00,POINT (-122.3384221854055 47.60875876478831),"LINESTRING (-122.3379953592821 47.60829216502502, -122.3389036941301 47.60928514273142)",25.0,54.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3
15481.0,14677.0,15500,3750701,"LINESTRING (-122.3379953593978 47.60829216504288, -122.338903694202 47.60928514268119)",135.0,2019-03-21 17:13:00,POINT (-122.338448974088 47.60878804976461),"LINESTRING (-122.3379953592821 47.60829216502502, -122.3389036941301 47.60928514273142)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,3
20059.0,18924.0,20100,E802849,"LINESTRING (-122.3370867976742 47.6072990585451, -122.3379953593978 47.60829216504288)",5275.0,2018-05-29 08:50:00,POINT (-122.337569267013 47.60782642338088),"LINESTRING (-122.337086797648 47.60729905855496, -122.3379953592821 47.60829216502502)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
15481.0,14677.0,15500,E939470,"LINESTRING (-122.3379953593978 47.60829216504288, -122.338903694202 47.60928514268119)",135.0,2019-07-11 17:14:00,POINT (-122.3384211868135 47.6087576731429),"LINESTRING (-122.3379953592821 47.60829216502502, -122.3389036941301 47.60928514273142)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
20059.0,18924.0,20100,E777001,"LINESTRING (-122.3370867976742 47.6072990585451, -122.3379953593978 47.60829216504288)",5275.0,2018-03-06 16:33:00,POINT (-122.3377604603881 47.60803540796785),"LINESTRING (-122.337086797648 47.60729905855496, -122.3379953592821 47.60829216502502)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
20059.0,18924.0,20100,3811326,"LINESTRING (-122.3370867976742 47.6072990585451, -122.3379953593978 47.60829216504288)",5275.0,2018-09-24 16:14:00,POINT (-122.3377920955446 47.60806998688624),"LINESTRING (-122.337086797648 47.60729905855496, -122.3379953592821 47.60829216502502)",25.0,54.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
